Year,Length,Title,Genre,Actor,Actress,Director,Popularity,Awards,Image
1991,,Tormenta Sobre Arizona,Drama,FordWallace,,,81,No,NicholasCage.png
1989,116,Back to the Future II,Comedy,FoxMichael J.,,,65,No,NicholasCage.png
1959,60,MaverickDuel at Sundown,Western,GarnerJames,,,26,No,NicholasCage.png
1983,,Shakespeare Series,Drama,GielgudJohn,,,23,No,NicholasCage.png
1973,105,Deadly Trackers,Western,HarrisRichard,,,54,No,NicholasCage.png
1992,72,American Film InstituteAlfred Hitchcock,Mystery,HitchcockAlfred,,,70,No,NicholasCage.png
1990,,A Married Man,Drama,HopkinsAnthony,,,79,No,AnthonyHopkins.png
1982,208,Othello,Drama,HopkinsAnthony,,,84,No,AnthonyHopkins.png
1975,85,Only Way HomeThe,Drama,HopkinsBo,,,60,No,NicholasCage.png
1953,120,Tales of Tomorrow,Horror,KarloffBoris,,,0,No,NicholasCage.png
1991,128,Inherit the Wind,Drama,KellyGene,,,18,No,NicholasCage.png
1990,45,This Is Horror,Horror,KingStephen,,,3,No,NicholasCage.png
1992,112,Conversation Piece,Drama,LancasterBurt,,,1,No,burtLancaster.png
1992,105,Crimson PirateThe,Action,LancasterBurt,,,60,No,burtLancaster.png
1992,83,Devil's DiscipleThe,Mystery,LancasterBurt,,,65,No,burtLancaster.png
1992,166,Hallelujah TrailThe,Drama,LancasterBurt,,,6,No,burtLancaster.png
1992,133,TrainThe,Action,LancasterBurt,,,68,No,burtLancaster.png
1986,49,Jay Leno: The American Dream,Comedy,LenoJay,,,67,No,NicholasCage.png
1990,92,Primal Rage,Mystery,LowePatrick,,,3,No,NicholasCage.png
1990,50,Industrial SymphonyThe Dream of the Broken-Hearted,Music,LynchDavid,,,49,No,lynch.png
1986,52,Howie Mandel's North American Watusi Tour,Comedy,MandelHowie,,,65,No,NicholasCage.png
1989,90,Branford MarsalisSteep,Music,MarsalisBranford,,,52,No,NicholasCage.png
1991,98,L. A. Story,Comedy,MartinSteve,,,81,No,NicholasCage.png
1986,60,Steve Martin Live!,Comedy,MartinSteve,,,3,No,NicholasCage.png
1974,60,Steve MartinThe Funnier Side of Eastern Canada,Comedy,MartinSteve,,,34,No,NicholasCage.png
1993,,Runaway BargeThe,Action,MathesonTim,,,38,No,NicholasCage.png
1992,101,Romulus & the Sabines,Action,MooreRoger,,,76,No,NicholasCage.png
1989,,SaintThe,Mystery,MooreRoger,,,29,No,NicholasCage.png
1983,91,Strange Brew,Comedy,MoranisRick,,,24,No,NicholasCage.png
1990,98,Another Forty-Eight Hours,Action,MurphyEddie,,,54,No,NicholasCage.png
1989,,Best of Eddie MurphySaturday Night LiveThe,Comedy,MurphyEddie,,,56,No,NicholasCage.png
1991,99,What about Bob?,Comedy,MurrayBill,,,6,No,NicholasCage.png
1953,91,Mummy's RevengeThe,Horror,NaschyPaul,,,56,No,NicholasCage.png
1992,121,Harper,Mystery,NewmanPaul,,,86,No,paulNewman.png
1992,102,Left Handed GunThe,Western,NewmanPaul,,,26,No,paulNewman.png
1989,,Once upon a Wheel,Action,NewmanPaul,,,40,No,paulNewman.png
1992,136,PrizeThe,Drama,NewmanPaul,,,66,No,paulNewman.png
1968,,Secret War of Harry FriggThe,Comedy,NewmanPaul,,,28,No,paulNewman.png
1990,,Two JakesThe,Mystery,NicholsonJack,,,3,No,NicholasCage.png
1989,61,Exile in Concert,Music,PenningtonJ. P.,,,12,No,NicholasCage.png
1987,60,Joe Piscopo New Jersey Special,Comedy,PiscopoJoe,,,14,No,NicholasCage.png
1991,60,Joe Piscopo VideoThe,Comedy,PiscopoJoe,,,44,No,NicholasCage.png
1989,,Death Valley DaysNo Gun Behind His Badge,Western,ReaganRonald,,,1,No,NicholasCage.png
1988,96,Salsa: The Motion Picture,Drama,RosaRobby,,,26,No,NicholasCage.png
1991,80,Hollywood's Greatest War Movies,War,ScottGeorge C.,,,41,No,NicholasCage.png
1991,91,Out for Justice,Action,SeagalSteven,,,2,No,NicholasCage.png
1956,27,Case of the Mukkinese Battle HornThe,Comedy,SellersPeter,,,45,No,NicholasCage.png
1953,75,Goon Show MovieThe,Comedy,SellersPeter,,,80,No,NicholasCage.png
1975,95,Great McGonagallThe,Comedy,SellersPeter,,,72,No,NicholasCage.png
1991,101,I'm All Right Jack,Comedy,SellersPeter,,,23,No,NicholasCage.png
1991,101,Magic ChristianThe,Comedy,SellersPeter,,,75,No,NicholasCage.png
1960,91,Never Let Go,Action,SellersPeter,,,5,No,NicholasCage.png
1991,121,Pink PantherThe,Comedy,SellersPeter,,,77,No,NicholasCage.png
1991,84,Two-Way Stretch,Comedy,SellersPeter,,,7,No,NicholasCage.png
1988,65,Face at the WindowThe,Horror,SlaughterTod,,,79,No,NicholasCage.png
1958,92,Tom Thumb,Science Fiction,TamblynRuss,,,30,No,NicholasCage.png
1989,90,Beartooth,Action,TaylorDub,,,70,No,NicholasCage.png
1979,90,James Taylor in Concert,Music,TaylorJames,,,38,No,NicholasCage.png
1942,253,Gangbusters,Drama,TaylorKent,,,31,No,NicholasCage.png
1992,,El Rublo de las Dos Caras,Action,TaylorRobert,,,83,No,NicholasCage.png
1992,87,Law & Jake WadeThe,Drama,TaylorRobert,,,68,No,NicholasCage.png
1967,105,Chuka,Western,TaylorRod,,,47,No,NicholasCage.png
1980,93,Cry of the Innocent,Drama,TaylorRod,,,13,No,NicholasCage.png
1991,108,Edison the Man,Drama,TracySpencer,,,19,No,spencerTracy.png
1991,101,Keeper of the Flame,Drama,TracySpencer,,,76,No,spencerTracy.png
1991,92,Spencer Tracy LegacyThe,Comedy,TracySpencer,,,44,No,spencerTracy.png
1957,60,CheyenneThe Iron Trail,Western,WalkerClint,,,1,No,NicholasCage.png
1992,56,Dawn RiderThe,Western,WayneJohn,,,44,No,johnWayne.png
1993,,DukeThe Films of John Wayne,Western,WayneJohn,,,70,No,johnWayne.png
1939,55,Frontier Horizon,Western,WayneJohn,,,73,No,johnWayne.png
1934,54,Hell Town,Western,WayneJohn,,,23,No,johnWayne.png
1932,,Hurricane Express,Western,WayneJohn,,,7,No,johnWayne.png
1932,210,Hurricane ExpressThe,Action,WayneJohn,,,68,No,johnWayne.png
1965,165,In Harm's Way,War,WayneJohn,,,66,No,johnWayne.png
1991,,John Wayne CollectionRed RiverThe,War,WayneJohn,,,49,No,johnWayne.png
1992,,John Wayne Collector's Limited Edition,War,WayneJohn,,,3,No,johnWayne.png
1991,,John Wayne Four Pack,Western,WayneJohn,,,58,No,johnWayne.png
1939,112,John Wayne Matinee Double FeatureNo. 2,Western,WayneJohn,,,3,No,johnWayne.png
1939,110,John Wayne Matinee Double FeatureNo. 3,Western,WayneJohn,,,24,No,johnWayne.png
1938,110,John Wayne Matinee Double FeatureNo. 4,Western,WayneJohn,,,28,No,johnWayne.png
1990,,John Wayne Six Pack,Western,WayneJohn,,,87,No,johnWayne.png
1991,,John Wayne Western GreatsRio Bravo,Western,WayneJohn,,,22,No,johnWayne.png
1991,56,King of the Pecos,Western,WayneJohn,,,78,No,johnWayne.png
1992,59,Lawless Frontier,Western,WayneJohn,,,8,No,johnWayne.png
1991,52,Lawless FrontierThe,Western,WayneJohn,,,35,No,johnWayne.png
1991,56,Lawless NinetiesThe,Western,WayneJohn,,,3,No,johnWayne.png
1934,54,Lucky Texan,Western,WayneJohn,,,48,No,johnWayne.png
1992,112,McQ,Action,WayneJohn,,,5,No,johnWayne.png
1993,,Neath Arizona Skies,Western,WayneJohn,,,73,No,johnWayne.png
1991,54,Neath the Arizona Skies,Western,WayneJohn,,,28,No,johnWayne.png
1991,53,Randy Rides Alone,Western,WayneJohn,,,75,No,johnWayne.png
1993,58,Range Feud,Western,WayneJohn,,,77,No,johnWayne.png
1992,134,Red River,Western,WayneJohn,,,16,No,johnWayne.png
1991,52,Riders of Destiny,Western,WayneJohn,,,30,No,johnWayne.png
1990,,Sagebrush Trail,Western,WayneJohn,,,23,No,johnWayne.png
1932,226,Shadow of the EagleThe,Action,WayneJohn,,,19,No,johnWayne.png
1989,103,Blood & Guns,Action,WellesOrson,,,43,No,NicholasCage.png
1988,78,Hot Money,Drama,WellesOrson,,,19,No,NicholasCage.png
1977,75,Comedy Tonight,Comedy,WilliamsRobin,,,18,No,NicholasCage.png
1991,65,Robin Williams,Comedy,WilliamsRobin,,,4,No,NicholasCage.png
